도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
푸른도서관,울산광역시,남구,작은도서관,"매주 월요일, 토요일, 일요일, 법정공휴일",10:00,16:00,00:00,00:00,00:00,00:00,16,6428,0,0,3,7,울산광역시 남구 팔등로 85(신정동),울산광역시 남구 울산신정푸르지오아파트,052-256-7739,,84.96,,35.54701568,129.3137217,2020-06-25,3700000,울산광역시 남구
책마을작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,6909,0,0,3,14,울산광역시 울주군 청량읍 군청로 1,울산광역시 울주군청,052-224-0090,,238,www.uljulib.ulju.ulsan.kr,35.5219071012,129.2413352051,2020-10-23,3730000,울산광역시 울주군
비산도서관,대구광역시,서구,공공도서관,월요일+공휴일,09:00,18:00,09:00,17:00,00:00,00:00,70,21958,25,962,10,15,대구광역시 서구 달서로 14길 13,대구광역시 서구청,053-663-3721,444,488.92,http://lib.dgs.go.kr/,35.868513,128.5733137,2020-10-23,3430000,대구광역시 서구
서구영어도서관,대구광역시,서구,공공도서관,월요일+공휴일,09:00,18:00,09:00,17:00,00:00,00:00,22,11146,7,1856,10,15,대구광역시 서구 평리로35길 90-6,대구광역시 서구청,053-663-3861,651,650.7,http://lib.dgs.go.kr/,35.86791327,128.544255,2020-10-23,3430000,대구광역시 서구
미라클차일드어린이영어도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,18:00,10:00,18:00,10:00,18:00,30,15308,0,5007,5,14,"경기도 용인시 기흥구 구성로 50, 1층",예닮교회,031-8005-5412,0,105,,37.2946759,127.1149685,2019-04-03,4050000,경기도 용인시
바른샘도서관,경기도,용인시,작은도서관,매주 일요일,09:00,17:00,09:00,17:00,09:00,17:00,17,8203,5,35,5,14,"경기도 용인시 기흥구 서천로128번길 12, 관리사무소 1층",서천마을휴먼시아2단지아파트임차인대표회의,,0,37.52,,37.2383793,127.0709531,2019-04-03,4050000,경기도 용인시
반딧불이도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:30,17:30,13:30,17:30,13:30,17:30,22,14351,4,153,5,14,"경기도 용인시 수지구 신봉1로 28, 403동 1층",신봉현대아이파크아파트부녀회,,0,95,,37.3208972,127.0817326,2019-04-03,4050000,경기도 용인시
밤토실어린이작은도서관,경기도,용인시,작은도서관,매주 토요일,13:00,18:00,13:00,18:00,13:00,18:00,30,13934,4,399,5,14,"경기도 용인시 수지구 고기로 433, 1층",고기교회,031-896-5312,0,105.8,,37.3595034,127.0615345,2019-04-03,4050000,경기도 용인시
백남준라이브러리,경기도,용인시,작은도서관,매주 월요일,10:00,17:00,10:00,17:00,10:00,17:00,25,9460,9,570,5,14,"경기도 용인시 기흥구 백남준로 10, 1층",백남준아트센터,031-201-8575,0,132,,37.2690782,127.1105783,2019-04-03,4050000,경기도 용인시
백암면작은도서관,경기도,용인시,작은도서관,매주 일요일,10:00,18:00,10:00,18:00,10:00,18:00,18,10082,0,0,5,14,"경기도 용인시 처인구 백암면 백암로 191-1, 1층",백암면,031-334-0094,0,192,,37.1638408,127.3751115,2019-04-03,4050000,경기도 용인시
버들치도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,20,5832,0,0,5,14,"경기도 용인시 수지구 성복2로 220, 관리사무소 1층",성복힐스테이트3차아파트입주자대표회의,,0,45.43,,37.3213784,127.0634727,2019-04-03,4050000,경기도 용인시
벽산도서관,경기도,용인시,작은도서관,"매주 월, 금~일요일",14:00,17:00,14:00,17:00,14:00,17:00,8,3720,0,0,5,14,"경기도 용인시 기흥구 연원로42번길 6, 관리사무소 3층",연원마을벽산아파트입주자대표회의,,0,45.24,,37.3018707,127.111356,2019-04-03,4050000,경기도 용인시
철마도서관,전라남도,진도군,공공도서관,"매주 금요일, 국가지정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,141,40090,23,5413,3,14,전라남도 진도군 진도읍 철마길 25,전라남도 진도군청,061-540-3061,1500,620.53,http://lib.jindo.go.kr,34.4868321091,126.2635763579,2020-11-27,5000000,전라남도 진도군
경상북도교육청청도도서관,경상북도,청도군,공공도서관,"매주 월요일, 관공서의 공휴일",09:00,21:00,09:00,21:00,00:00,00:00,260,96224,206,3088,5,14,경상북도 청도군 청도읍 청화로 124,경상북도교육청청도도서관,054-370-7600,3724,2829.67,http://www.gbelib.kr/cd,35.6450013786,128.7402163742,2020-11-07,8911000,경상북도교육청 경상북도청도교육지원청
행복한 작은도서관,부산광역시,남구,작은도서관,"매주 토,일요일",13:00,20:00,00:00,00:00,00:00,00:00,8,2500,2,0,0,0,부산광역시 남구 양지골로169번길 56(감만동),,051-636-0691,,,,35.1159900517,129.0828025253,2020-03-27,3310000,부산광역시 남구
LG메트로작은쌈지도서관,부산광역시,남구,작은도서관,"매주 토,일요일",10:00,17:00,00:00,00:00,00:00,00:00,38,19820,0,0,2,7,부산광역시 남구 신선로 566-2(용호동) 4층,,051-612-2295,,,,35.1304964685,129.1120825902,2020-03-27,3310000,부산광역시 남구
감만꿈터,부산광역시,남구,작은도서관,매주 일요일,09:00,22:00,09:00,18:00,00:00,00:00,30,7089,10,0,3,7,부산광역시 남구 우암로 84-1(감만동) 감만사회복지관 5층,,051-634-3415,,,,35.1184448986,129.0813295541,2020-03-27,3310000,부산광역시 남구
꿈샘작은도서관,부산광역시,남구,작은도서관,"매주 토,일요일",11:00,20:00,11:00,20:00,00:00,00:00,20,2500,1,0,0,0,"부산광역시 남구 유엔로 1-1, 상가동 203호(우암동)",,051-632-5165,,,,35.1256134425,129.0786645243,2020-03-27,3310000,부산광역시 남구
꿈이 자라는 작은도서관,부산광역시,남구,작은도서관,"매주 토,일요일",11:00,20:00,09:00,00:00,00:00,00:00,10,1573,0,0,0,0,"부산광역시 남구 수영로 219번길 59(대연동, 대연교회 교육관) 2층, 대연지역아동센터",,051-621-2904,,,,35.1377976806,129.0901552314,2020-03-27,3310000,부산광역시 남구
대동골문화센터작은도서관,부산광역시,남구,작은도서관,매주 월요일,11:00,17:00,11:00,17:00,11:00,17:00,17,3457,16,0,2,15,부산광역시 남구 황령대로319번가길 147(대연동),부산광역시 남구청,051-607-3380,,,,35.1524057568,129.0889884063,2020-03-27,3310000,부산광역시 남구
대천 작은도서관,부산광역시,남구,작은도서관,"매주 토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,20,860,0,0,1,14,부산광역시 남구 유엔평화로47번길 125(대연동),,051-627-5622,,,,35.1308879198,129.0990990992,2020-03-27,3310000,부산광역시 남구
동항작은도서관,부산광역시,남구,작은도서관,없음,09:00,21:00,09:00,21:00,09:00,21:00,30,2600,1,0,2,7,부산광역시 남구 우암로75번길 7(감만동),,051-644-3881,,,,35.1173177955,129.0802128968,2020-03-27,3310000,부산광역시 남구
들꽃이야기 작은도서관,부산광역시,남구,작은도서관,"매주 토,일요일",13:00,18:00,00:00,00:00,00:00,00:00,18,8850,11,30,2,15,부산광역시 남구 수영로219번길 33(대연동),,051-621-9577,,,,35.1366741816,129.0902976371,2020-03-27,3310000,부산광역시 남구
로뎀나무 아래 작은 도서관,부산광역시,남구,작은도서관,없음,13:00,17:00,13:00,17:00,13:00,17:00,18,1100,0,0,0,0,부산광역시 남구 고동골로97번길 87(문현동),,051-636-2602,,,,35.1461569653,129.0750529471,2020-03-27,3310000,부산광역시 남구
문현마을문고,부산광역시,남구,작은도서관,"매주 토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,20,1982,15,0,5,14,부산광역시 남구 수영로39번길 35(문현동),,051-642-1515,,,,35.1385677685,129.0721878732,2020-03-27,3310000,부산광역시 남구
정남도서관,경기도,화성시,공공도서관,"1,3번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,100,37317,53,898,7,14,경기도 화성시 정남면 만년로527,화성시문화재단,031-8059-4946,1714,567,www.hscitylib.or.kr,37.16824485,126.9831640297,2020-09-10,5530000,경기도 화성시
두빛나래어린이도서관도서관,경기도,화성시,어린이도서관,"2,4번째 월요일 및 법정공휴일",09:00,18:00,09:00,17:00,09:00,17:00,142,74841,44,2008,7,14,경기도 화성시 동탄숲속로69-14,화성시문화재단,031-8003-0748,13593,1628,www.hscitylib.or.kr,37.2092548432,127.0561049839,2020-09-10,5530000,경기도 화성시
둥지나래어린이도서관도서관,경기도,화성시,어린이도서관,"1,3번째 월요일 및 법정공휴일",09:00,18:00,09:00,17:00,09:00,17:00,78,73249,51,1812,7,14,경기도 화성시 향남읍 행정중앙2로 88,화성시문화재단,031-353-8162,47003,1619,www.hscitylib.or.kr,37.1291766383,126.9247698153,2020-09-10,5530000,경기도 화성시
진안도서관,경기도,화성시,공공도서관,"2,4번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,408,63908,114,1483,7,14,경기도 화성시 병점중앙로229,화성시문화재단,031-224-9977,1565,2931,www.hscitylib.or.kr,37.2173701985,127.0336057796,2020-09-10,5530000,경기도 화성시
동탄중앙이음터도서관,경기도,화성시,공공도서관,"1,3번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,480,82376,120,1442,7,14,경기도 화성시 동탄대로시범길117,화성시문화재단,031-378-7344,10393,2965,www.hscitylib.or.kr,37.1992840404,127.1112669318,2020-09-10,5530000,경기도 화성시
샘내작은도서관도서관,경기도,화성시,작은도서관,"매주 월,일요일 및 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,26,15325,8,461,7,14,경기도 화성시 매송고색로375번길,화성시문화재단,031-292-7307,820,212,www.hscitylib.or.kr,37.24456889,126.9461462,2020-09-10,5530000,경기도 화성시
기아행복마루작은도서관도서관,경기도,화성시,작은도서관,"매주 월,일요일 및 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,30,8435,9,751,7,14,경기도 화성시 우정읍 기아자동차로559,화성시문화재단,031-358-2597,652,162,www.hscitylib.or.kr,37.0647000837,126.7956060613,2020-09-10,5530000,경기도 화성시
비봉작은도서관도서관,경기도,화성시,작은도서관,"매주 월,일요일 및 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,31,6287,5,120,7,14,경기도 화성시 비봉면 비봉로71번길 1,화성시문화재단,031-355-4551,4232,122,www.hscitylib.or.kr,37.2358185897,126.8738925144,2020-09-10,5530000,경기도 화성시
남양도서관,경기도,화성시,공공도서관,"2,4번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,756,151075,65,4675,7,14,경기도 화성시 역골중앙로143,화성시문화재단,031-356-5241,4556,4500,www.hscitylib.or.kr,37.21051615,126.8251357,2020-09-10,5530000,경기도 화성시
반디작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",09:00,18:00,10:00,13:00,00:00,00:00,10,14724,0,0,5,14,서울특별시 노원구 동일로227길 97(상계동 658),노원구구립도서관,02-2116-2909,60,,www.nowonlib.kr,37.66673627,127.0515525,2020-07-14,3100000,서울특별시 노원구
한울작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",09:00,18:00,10:00,13:00,00:00,00:00,20,16058,0,0,5,14,서울특별시 노원구 한글비석로 487(상계동 682),노원구구립도서관,02-2116-2929,92.2,,www.nowonlib.kr,37.66452106,127.0638188,2020-07-14,3100000,서울특별시 노원구
가온작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",09:00,18:00,10:00,13:00,00:00,00:00,11,13578,0,0,5,14,서울특별시 노원구 노원로 530(상계동 671),노원구구립도서관,02-2116-2959,67.5,,www.nowonlib.kr,37.66128661,127.0602619,2020-07-14,3100000,서울특별시 노원구
노원문화원,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",09:00,18:00,10:00,13:00,00:00,00:00,34,20313,0,0,5,14,서울특별시 노원구 동일로 197길 24(공릉동 710번지),노원구구립도서관,02-948-1245,134,,www.nowonlib.kr,37.62879908,127.0698014,2020-07-14,3100000,서울특별시 노원구
상계숲속작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",09:00,18:00,10:00,17:00,00:00,00:00,60,12138,0,0,5,14,서울특별시 노원구 동일로 227길 97(상계동 658),노원구구립도서관,02-3391-7889,325,,www.nowonlib.kr,37.66673627,127.0515525,2020-07-14,3100000,서울특별시 노원구
초안산숲속작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",09:00,18:00,10:00,14:00,00:00,00:00,50,11442,0,0,5,14,서울특별시 노원구 덕릉로 60길 199 (월계2동 905-12),노원구구립도서관,02-905-3900,292,,www.nowonlib.kr,37.63208014,127.0444276,2020-07-14,3100000,서울특별시 노원구
한내행복발전소,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",09:00,18:00,10:00,17:00,00:00,00:00,20,11949,0,0,5,14,서울특별시 노원구 마들로3길 15(월계이마트 부지),노원구구립도서관,070-4206-0061,176,,www.nowonlib.kr,37.62650774,127.0619783,2020-07-14,3100000,서울특별시 노원구
남양도서관,경기도,화성시,공공도서관,"2,4번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,756,148449,65,4675,7,14,경기도 화성시 역골중앙로143,화성시문화재단,031-356-5241,4556,4500,www.hscitylib.or.kr,37.21051615,126.8251357,2020-09-10,5530000,경기도 화성시
태안도서관,경기도,화성시,공공도서관,"2,4번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,176,110814,71,4554,7,14,"경기도 화성시 용주로22, 지하1층",화성시문화재단,031-223-4764,902,902,www.hscitylib.or.kr,37.2054580764,127.0142823827,2020-09-10,5530000,경기도 화성시
삼괴도서관,경기도,화성시,공공도서관,"2,4번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,144,103587,36,3598,7,14,경기도 화성시 우정읍 쌍봉로109-26,화성시문화재단,031-358-2101,6612,1965,www.hscitylib.or.kr,37.08930917,126.8143188119,2020-09-10,5530000,경기도 화성시
병점도서관,경기도,화성시,공공도서관,"1,3번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,463,145279,62,4130,7,14,경기도 화성시 병점3로 132-6,화성시문화재단,031-226-1822,49171,2620,www.hscitylib.or.kr,37.2123443520,127.0461084594,2020-09-10,5530000,경기도 화성시
봉담도서관,경기도,화성시,공공도서관,"1,3번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,737,105603,109,3019,7,14,경기도 화성시 봉담읍 샘마을1길 8-4,화성시문화재단,031-227-7281,2394,4574,www.hscitylib.or.kr,37.21941336,126.9490155,2020-09-10,5530000,경기도 화성시
동탄복합문화센터 도서관,경기도,화성시,공공도서관,"2,4번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,1066,173009,133,3481,7,14,경기도 화성시 노작로134,화성시문화재단,031-8015-8200,40397,6464,www.hscitylib.or.kr,37.2006875692,127.0751221069,2020-09-10,5530000,경기도 화성시
송산도서관,경기도,화성시,공공도서관,"1,3번째 월요일 및 법정공휴일",09:00,22:00,09:00,17:00,09:00,17:00,406,69319,51,2476,7,14,경기도 화성시 송산면 삼일공원로87,화성시문화재단,031-355-3598,8070,3907,www.hscitylib.or.kr,37.2167813302,126.7392488530,2020-09-10,5530000,경기도 화성시
메리골드작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,30,7031,0,0,5,14,"경기도 용인시 처인구 낙은로 59, 주민공동시설 지하1층",역북2단지우남퍼스트빌아파트,,0,178.1,,37.24153286,127.1968052,2019-04-03,4050000,경기도 용인시
물푸레6단지도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,16:00,14:00,16:00,14:00,16:00,30,5032,1,0,5,14,경기도 용인시 기흥구 구성로 475,물푸레마을6단지휴먼시아아파트입주자대표회의,070-8731-3633,0,84,,37.295999,127.1534248,2019-04-03,4050000,경기도 용인시
물푸레도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,16:00,14:00,16:00,14:00,16:00,40,14763,4,150,5,14,"경기도 용인시 기흥구 구성3로 65, 관리사무소 2층",물푸레마을휴먼시아아파트입주자대표회의,070-7584-4320,0,139.26,,37.2996787,127.1510407,2019-04-03,4050000,경기도 용인시
지산2동작은도서관,광주광역시,동구,작은도서관,"매월 첫째,세째주 월요일,국가지정공휴일",10:00,18:00,10:00,17:00,00:00,00:00,14,8011,0,23,5,15,광주광역시 동구 밤실로4번길 16,광주광역시 동구청,062-225-2123,149,149,,35.1484263,126.9384911,2021-04-05,3590000,광주광역시 동구
학운동작은도서관,광주광역시,동구,작은도서관,"매월 첫째,세째주 월요일,국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,20,8895,0,177,5,15,광주광역시 동구 의재로43번길 27-3,광주광역시 동구청,062-608-3921,124,124,,35.13303885,126.9347467,2021-04-05,3590000,광주광역시 동구
대인작은도서관,광주광역시,동구,작은도서관,"매주 월요일, 국가지정공휴일",10:00,18:00,13:00,18:00,00:00,00:00,60,2000,0,0,0,0,광주광역시 동구 중앙로 224(장동),대인교회,062-234-8291,0,150,,35.15233606,126.9183131,2021-04-05,3590000,광주광역시 동구
계림두산위브작은도서관,광주광역시,동구,작은도서관,"매주 목, 금요일, 공휴일",14:00,18:00,09:30,13:30,00:00,00:00,15,5000,0,0,0,0,광주광역시 동구 무등로 374(계림동),계림두산위브아파트입주자대표회의,062-227-0336,0,150,,35.15878268,126.9239979,2021-04-05,3590000,광주광역시 동구
행복한작은도서관,광주광역시,동구,작은도서관,"매주 토,일요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,10,2700,0,0,0,0,광주광역시 동구 산수길 39번길 20-4,행복한지역아동센터,062-223-3164,0,33,,35.15845654,126.9271752,2021-04-05,3590000,광주광역시 동구
무등산IPARK아파트작은도서관,광주광역시,동구,작은도서관,국가지정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,40,2000,0,0,0,0,광주광역시 동구 남문로 753번길 20,무등산IPARK입주자대표회의,062-229-0116,0,148,,35.13634873,126.9226216,2021-04-05,3590000,광주광역시 동구
책사랑도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,22:00,15:00,22:00,15:00,22:00,25,12667,0,318,5,14,"경기도 용인시 수지구 만현로67번길 19, 관리사무소 2층",만현마을성원상떼빌3단지아파트부녀회,031-307-0651,0,87.12,,37.3097088,127.0909059,2019-04-03,4050000,경기도 용인시
책사랑쉼터도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:30,17:00,14:30,17:00,14:30,17:00,20,10841,3,0,5,14,"경기도 용인시 수지구 수지로 166, 관리사무소 2층",태영데시앙1차아파트입주자대표회의,,0,50,,37.3154528,127.0827389,2019-04-03,4050000,경기도 용인시
청명호수마을도서관,경기도,용인시,작은도서관,"매주 토(짝수), 일요일",13:30,18:30,13:30,18:30,13:30,18:30,35,9404,0,0,5,14,"경기도 용인시 기흥구 덕영대로 1871, 102동",청명호수마을신안인스빌아파트입주자대표회의,,0,325.31,,37.255337,127.088704,2019-04-03,4050000,경기도 용인시
초코도서관,경기도,용인시,작은도서관,"매주 토, 일요일",09:00,18:00,09:00,18:00,09:00,18:00,17,8863,0,0,5,14,"경기도 용인시 기흥구 동백1로 12(5100단지), 관리사무소 2층",초당마을코아루아파트입주자대표회의,,0,33.11,,37.26330491,127.1589108,2019-04-03,4050000,경기도 용인시
코아루나눔터도서관,경기도,용인시,작은도서관,"매주 월, 수, 목, 토, 일요일",15:00,18:00,15:00,18:00,15:00,18:00,40,3400,0,0,5,14,"경기도 용인시 기흥구 동백2로 12, 관리사무소 2층",어은목마을코아루아파트입주자대표회의,,0,80.5,,37.2670435,127.155273,2019-04-03,4050000,경기도 용인시
콩나물도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,17:00,15:00,17:00,15:00,17:00,19,3605,2,0,5,14,"경기도 용인시 기흥구 한보라1로 91, 관리사무소 1층",한보라마을휴먼시아6단지아파트입주자대표회의,070-7613-7307,0,39,,37.2476758,127.1071547,2019-04-03,4050000,경기도 용인시
마하골길벗작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,65,13325,0,0,5,15,부산광역시 사하구 승학로 161번길 80(괴정동),사하구청,051-294-8850,,330,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.105438,128.9849761,2021-03-05,3340000,부산광역시 사하구
당리작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,55,11106,0,0,5,15,부산광역시 사하구 승학로 20번길 25 (당리동),사하구청,051-201-5930,,224,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.106151,128.9721747,2021-03-05,3340000,부산광역시 사하구
노을나루길작은도서관,부산광역시,사하구,작은도서관,국가지정공휴일,10:00,18:00,09:00,21:00,00:00,00:00,60,23887,0,0,5,15,부산광역시 사하구 하신번영로 377(하단동),하단2동 주민센터,051-220-5207,,194,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.11458776,128.9605208,2021-03-05,3340000,부산광역시 사하구
동매누리작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,36,11825,0,0,5,15,부산광역시 사하구 다대로 130번길 112(신평동),사하구청,051-900-4060,,236,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.093067,128.9759477,2021-03-05,3340000,부산광역시 사하구
꿈꾸는작은도서관,부산광역시,사하구,작은도서관,"매주토요일, 일요일, 국가지정공휴일",10:00,19:00,00:00,00:00,00:00,00:00,40,11028,0,0,5,15,부산광역시 사하구 하신중앙로 185(신평동),사하구청,051-220-5285,,130,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.09496763,128.9615408,2021-03-05,3340000,부산광역시 사하구
두송작은도서관,부산광역시,사하구,작은도서관,국가지정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,72,7353,0,0,5,15,부산광역시 사하구 다대로429번길 30(다대동),다대2동 주민센터,051-220-5386,,166,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.06355188,128.9820097,2021-03-05,3340000,부산광역시 사하구
하단꿈길작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,55,7552,0,0,5,15,부산광역시 사하구 동매로66번길 6(하단1동),사하구청,051-203-7798,,318,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.1025212,128.9652977,2021-03-05,3340000,부산광역시 사하구
낫개작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,74,10212,0,0,5,15,부산광역시 사하구 다대로429번길 22(다대2동),사하구청,051-266-0027,,342,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.06170897,128.9791944,2021-03-05,3340000,부산광역시 사하구
수풀작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,71,8573,0,0,5,15,부산광역시 사하구 다대로 271번길 25,사하구청,051-265-4832,,236,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.07780194,128.978671,2021-03-05,3340000,부산광역시 사하구
구평예들작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,51,10250,0,0,5,15,부산광역시 사하구 다대로 271번길 26,사하구청,051-261-5274,,250,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.07764621,128.9787155,2021-03-05,3340000,부산광역시 사하구
두암타운작은도서관,광주광역시,동구,작은도서관,"매주 토, 일요일",09:00,17:00,00:00,00:00,00:00,00:00,12,2000,0,0,0,0,광주광역시 동구 밤실로 147(산수동),두암타운입주자대표회의,062-266-3784,0,40,,35.16123352,126.9349042,2021-04-05,3590000,광주광역시 동구
소망작은도서관,광주광역시,동구,작은도서관,"매주 일요일, 국가지정공휴일",09:00,18:00,09:00,12:00,00:00,00:00,30,1300,0,0,0,0,광주광역시 동구 필문대로 50-1(계림동),소망교회,062-430-2558,0,127,,35.16319264,126.9248089,2021-04-05,3590000,광주광역시 동구
이매진도서관,광주광역시,동구,작은도서관,"매주 월요일, 국가지정공휴일",13:00,19:00,15:00,19:00,00:00,00:00,12,4200,0,0,0,0,광주광역시 동구 문화전당로 29 (남동),개인,062-449-8160,0,300,,35.14502474,126.9190886,2021-04-05,3590000,광주광역시 동구
희망작은도서관,광주광역시,동구,작은도서관,"매주 토, 일요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,1300,0,0,0,0,광주광역시 동구 밤실로82번길 3(산수동),형통한교회,062-365-1992,0,53,,35.1550332,126.9368627,2021-04-05,3590000,광주광역시 동구
계림꿈나무도서관,광주광역시,동구,공공도서관,"매월 첫째,셋째주 월요일,국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,108,27275,69,751,5,15,광주광역시 동구 경양로247번길 26,광주광역시 동구청,062-608-3920,646,453,https://lib.donggu.kr/,35.1585316,126.9196528,2021-04-05,3590000,광주광역시 동구
지원2동작은도서관,광주광역시,동구,작은도서관,"매월 첫째,세째주 월요일,국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,34,8364,0,0,5,15,광주광역시 동구 화산로 361,광주광역시 동구청,062-608-3922,173,173,,35.1204519,126.9328728,2021-04-05,3590000,광주광역시 동구
어린이도서관,대전광역시,서구,공공도서관,매주금요일,10:00,19:00,10:00,19:00,10:00,19:00,150,59231,18,3718,10,14,대전광역시 서구 정림동로25,대전 서구청,042-288-4830,859,560,http://www.seogu.go.kr/learning/childlib/index.do,36.360027,127.393188,2020-09-30,6300000,대전광역시
유성도서관,대전광역시,유성구,공공도서관,매주월요일,08:00,22:00,08:00,22:00,08:00,22:00,406,133570,51,9973,5,14,대전광역시 유성구 대덕대로 507-38,대전 유성구청,042-601-6530,29063,2465,http://lib.yuseong.go.kr,36.378478,127.375985,2020-09-30,6300000,대전광역시
구즉도서관,대전광역시,유성구,공공도서관,매주월요일,08:00,22:00,08:00,22:00,08:00,22:00,277,103475,61,2538,5,14,대전광역시 유성구 와룡로37번길 20,대전 유성구청,042-601-6511,2967,1496,http://lib.yuseong.go.kr,36.429471,127.380456,2020-09-30,6300000,대전광역시
진잠도서관,대전광역시,유성구,공공도서관,매주월요일,08:00,22:00,08:00,22:00,08:00,22:00,505,81309,54,1720,5,14,대전광역시 유성구 진잠로160번길 19,대전 유성구청,042-601-6591,1913,2590,http://lib.yuseong.go.kr,36.303137,127.319761,2020-09-30,6300000,대전광역시
노은도서관,대전광역시,유성구,공공도서관,매주월요일,08:00,22:00,08:00,22:00,08:00,22:00,569,83556,55,1956,5,14,대전광역시 유성구 노은동로 234번길 34,대전 유성구청,042-601-6611,7523,3355,http://lib.yuseong.go.kr,36.38149328,127.320637,2020-09-30,6300000,대전광역시
구암도서관,대전광역시,유성구,공공도서관,매주일요일,08:00,22:00,08:00,22:00,08:00,22:00,372,52950,59,0,5,14,대전광역시 유성구 유성대로 626번길 57,대전 유성구청,042-601-6630,3216,911,http://lib.yuseong.go.kr,36.34926709,127.3302545,2020-09-30,6300000,대전광역시
